district,size_sqm,rooms,year_built,floor,balcony,rooftop_terrace,elevator,energy_class,distance_to_U_Sbahn_m,monthly_rent_eur
Prenzlauer Berg,40.0,2,1955,3,0,0,1,6,160,570
Lichtenberg,57.0,2,1894,0,1,0,0,6,467,679
Prenzlauer Berg,66.1,1,1894,2,1,0,0,,578,1092
Friedrichshain,132.5,3,2001,4,1,0,1,6,240,2151
Mitte,53.4,2,1894,4,0,0,0,3,112,938
Friedrichshain,53.7,2,1894,5,1,0,0,7,597,744
Tiergarten,120.8,3,1894,4,1,0,0,4,72,2860
Prenzlauer Berg,56.0,1,1894,3,0,0,1,8,375,782
Wedding,86.8,3,2001,2,0,0,1,5,146,1288
Wedding,36.0,1,1894,1,0,0,0,3,,505
Tiergarten,60.7,2,1955,5,1,,1,5,197,1248
Schöneberg,33.5,2,2001,4,1,0,1,6,311,539
Friedrichshain,42.6,1,1955,,0,0,0,5,125,693
Lichtenberg,,2,1955,2,0,0,0,7,88,922
Friedrichshain,63.7,2,1894,2,0,0,0,6,50,1090
Westend,57.2,,2018,5,0,0,1,4,835,1097
Charlottenburg,48.2,1,1955,4,1,0,1,5,398,676
Westend,59.5,2,1894,1,1,0,1,7,155,790
Prenzlauer Berg,73.3,2,2018,3,1,0,1,7,412,1315
Wedding,96.3,2,2001,1,0,0,1,5,309,1340
Mitte,22.7,1,2001,5,1,0,1,8,501,373
Lichtenberg,46.6,1,2018,0,0,0,1,2,255,737
Schöneberg,69.3,2,1894,4,0,0,0,6,565,1123
Wedding,62.5,1,2001,6,0,0,1,7,175,782
Wedding,76.4,2,2001,0,0,0,1,5,350,1256
Lichtenberg,72.3,2,1955,3,1,0,0,1,540,1013
Mitte,57.5,2,1894,0,1,0,0,6,363,977
Charlottenburg,52.6,1,1894,2,,,1,5,1009,923
Mitte,58.9,2,2018,2,1,0,1,3,495,1383
Mitte,102.9,3,1894,3,1,0,0,3,407,2244
Schöneberg,48.5,1,1894,5,0,0,1,7,227,635
Lichtenberg,63.4,2,2001,3,0,0,0,,356,752
Lichtenberg,69.9,2,2001,2,1,0,1,5,678,976
Schöneberg,121.3,3,1894,0,1,0,0,8,204,1756
Westend,57.6,2,2001,6,1,0,1,6,,863
Lichtenberg,95.4,2,1955,1,0,0,0,5,205,1101
Lichtenberg,106.4,2,2001,3,1,1,1,5,196,1604
Mitte,63.4,2,1894,0,1,0,0,4,448,1087
Schöneberg,,1,1894,1,1,1,0,5,931,1031
Wedding,,1,2001,3,0,0,1,3,75,947
Charlottenburg,58.7,2,1894,5,0,0,0,3,315,1073
Prenzlauer Berg,91.5,3,1955,1,1,0,1,3,126,1384
Lichtenberg,71.3,3,1894,3,1,1,0,6,387,903
Lichtenberg,71.4,2,2001,6,1,1,1,4,420,1124
Lichtenberg,41.4,1,2018,2,1,0,1,3,197,763
Wedding,44.1,1,2001,2,1,0,1,7,456,502
Mitte,150.0,4,2018,0,1,0,1,3,171,3586
Charlottenburg,60.5,2,2018,6,1,0,1,6,170,1088
Schöneberg,47.7,1,1955,0,1,0,0,5,149,705
Schöneberg,115.2,3,1955,1,1,0,1,6,207,1672
Schöneberg,,1,2018,0,1,0,0,1,292,1544
Westend,81.9,2,2018,4,1,0,1,1,268,1702
Prenzlauer Berg,61.5,1,2018,2,0,0,1,7,337,1135
Wedding,57.2,1,2001,4,1,0,1,5,440,811
Charlottenburg,60.7,1,1894,3,1,0,1,2,340,1096
Charlottenburg,,1,2018,0,0,1,1,5,824,858
Friedrichshain,62.8,1,2018,2,1,0,1,5,309,1423
Friedrichshain,73.2,2,2001,0,0,0,1,3,513,1570
Lichtenberg,136.3,4,2018,0,1,0,0,5,65,1892
Prenzlauer Berg,67.3,2,1955,2,0,0,1,5,337,1060
Mitte,25.6,1,2018,1,1,0,1,6,266,603
Wedding,62.6,2,1894,0,1,0,0,7,247,753
Schöneberg,150.0,4,2018,2,0,,1,5,669,2719
Tiergarten,91.9,2,1894,2,0,0,1,7,1035,1590
Charlottenburg,47.0,1,1955,5,1,0,0,5,443,687
Friedrichshain,,2,1894,3,0,0,0,5,50,1340
Westend,48.3,2,1955,2,1,0,1,6,189,614
Charlottenburg,37.8,1,1894,2,0,0,0,6,77,580
Tiergarten,56.5,1,2018,0,0,0,1,1,331,1626
Tiergarten,67.4,1,1955,2,1,0,1,8,404,1049
Schöneberg,30.7,1,2018,4,0,0,1,8,59,470
Tiergarten,41.0,1,1894,0,0,0,,4,750,807
Wedding,65.3,2,1894,5,0,0,0,5,102,853
Friedrichshain,55.2,2,2001,3,1,0,1,7,390,875
Westend,76.1,2,2001,5,0,0,1,8,739,984
Prenzlauer Berg,40.0,1,1955,1,1,0,0,6,335,557
Prenzlauer Berg,86.5,3,2001,5,1,0,1,1,162,1835
Friedrichshain,40.5,,,2,0,0,1,6,153,649
Wedding,125.4,3,1955,5,1,0,1,3,342,1760
Lichtenberg,32.7,1,2018,3,0,0,1,6,514,440
Tiergarten,42.0,1,2001,4,,0,1,6,380,878
Friedrichshain,76.8,2,2001,1,1,,1,6,150,1257
Lichtenberg,126.5,4,1955,5,0,0,0,4,261,1338
Schöneberg,73.7,2,1894,1,1,0,1,5,133,1162
Friedrichshain,81.4,3,1894,0,,0,,6,131,1554
Mitte,65.5,2,2001,3,1,0,1,4,125,1387
Westend,43.1,2,2001,5,1,0,1,4,,699
Wedding,53.4,1,1955,5,0,0,0,4,283,609
Schöneberg,40.0,1,2001,5,1,0,1,7,308,573
Lichtenberg,39.0,1,1894,3,0,0,1,5,366,498
Prenzlauer Berg,76.3,2,1894,5,0,0,1,6,158,1248
Charlottenburg,41.5,1,2018,3,0,0,1,5,287,818
Prenzlauer Berg,73.9,2,1955,2,1,0,1,7,315,1153
Charlottenburg,38.6,1,1894,1,,1,1,5,,665
Mitte,73.2,2,1955,4,1,0,0,3,61,1324
Tiergarten,53.5,2,1955,1,0,0,1,4,81,920
Charlottenburg,114.1,3,2001,1,1,0,1,1,,2506
Wedding,74.0,2,2018,2,0,,1,7,,1130
Tiergarten,106.6,3,1955,3,1,1,0,6,429,1898
Prenzlauer Berg,48.0,,1955,1,1,0,1,6,426,740
Westend,66.5,2,1955,2,0,0,0,6,68,872
Westend,43.9,1,1955,1,1,0,0,7,932,490
Wedding,55.1,2,1894,3,0,1,0,8,581,682
Wedding,58.5,2,1894,4,0,0,0,6,69,803
Wedding,48.6,1,2018,4,1,0,1,4,235,811
Friedrichshain,40.0,1,,0,1,0,1,3,224,771
Prenzlauer Berg,36.9,1,1955,2,1,0,1,6,267,474
Westend,25.5,1,1894,3,0,0,0,7,202,333
Mitte,42.6,1,,1,0,0,1,6,109,795
Tiergarten,83.5,2,1894,0,1,0,0,4,319,1655
Mitte,34.3,1,1955,1,0,0,1,6,657,494
Prenzlauer Berg,37.6,1,2001,4,1,0,1,5,197,696
Prenzlauer Berg,133.1,4,1955,3,1,0,0,4,,2027
Friedrichshain,50.4,1,2018,0,0,0,1,7,273,1021
Wedding,,2,1894,4,0,0,1,6,425,951
Lichtenberg,84.0,2,2001,1,1,0,1,4,255,1199
Mitte,84.7,2,2018,5,1,0,1,5,174,1790
Lichtenberg,35.4,1,1955,3,1,0,1,6,206,403
Tiergarten,59.3,2,2001,0,1,0,1,5,640,1401
Lichtenberg,34.0,1,1955,2,1,0,1,4,300,430
Lichtenberg,150.0,4,2001,5,0,0,1,6,292,1826
Tiergarten,34.3,1,2018,3,1,0,1,6,626,874
Wedding,42.7,1,2001,4,1,0,1,1,706,757
Lichtenberg,42.9,1,2018,5,0,0,1,5,27,635
Lichtenberg,35.7,1,1955,0,1,1,0,6,83,419
Lichtenberg,111.7,3,1955,5,1,0,0,5,506,1319
Schöneberg,150.0,4,1894,2,0,0,0,5,,2018
Friedrichshain,53.7,2,2001,5,1,0,1,5,707,1066
Wedding,38.3,1,2018,3,1,0,1,5,62,675
Westend,26.6,1,2001,4,1,0,0,7,344,369
Westend,59.0,2,1894,2,1,0,0,5,441,850
Prenzlauer Berg,57.3,1,1955,5,1,0,0,8,227,705
Schöneberg,50.1,1,2001,0,1,0,1,5,486,882
Friedrichshain,71.0,2,2018,6,1,1,1,6,513,1532
Wedding,76.1,2,1894,1,0,0,1,5,276,1101
Friedrichshain,,2,1894,5,,0,1,7,261,1179
Wedding,57.3,2,1955,0,1,1,1,7,548,667
Wedding,41.8,2,1894,0,1,0,1,5,339,548
Prenzlauer Berg,,2,2018,0,0,0,1,5,420,1811
Schöneberg,65.3,1,1955,3,1,0,1,8,,813
Charlottenburg,92.7,2,1955,1,0,0,1,,326,1166
Lichtenberg,,2,1894,3,1,0,1,8,261,864
Wedding,36.8,1,1955,4,0,1,0,3,440,468
Charlottenburg,36.6,1,2018,0,1,0,1,1,147,900
Friedrichshain,48.0,1,1955,3,1,0,1,5,65,833
Mitte,42.6,1,1894,4,1,0,0,6,292,706
Prenzlauer Berg,87.9,2,1894,2,1,0,0,2,715,1586
Lichtenberg,74.8,2,2018,6,0,0,1,5,340,1227
Wedding,100.9,3,2018,4,,0,,6,243,1765
Mitte,76.2,1,1894,0,0,0,0,4,219,1519
Lichtenberg,70.7,1,2001,3,1,0,,6,207,1025
Charlottenburg,105.0,2,1894,2,0,0,0,4,12,2053
Lichtenberg,78.4,2,1955,0,1,0,0,7,649,948
Mitte,66.8,2,1894,,0,0,0,5,191,1148
Westend,117.5,3,,1,0,0,1,6,296,1566
Lichtenberg,68.1,1,2018,0,1,0,1,5,231,1154
Mitte,57.5,1,1894,1,0,0,0,,165,988
Wedding,46.5,1,1955,4,1,0,0,5,672,520
Lichtenberg,86.1,1,1894,3,1,0,1,7,114,947
Friedrichshain,106.6,,1955,4,1,0,0,5,450,1728
Friedrichshain,63.7,1,1894,2,0,0,0,2,76,1112
Westend,,3,1894,0,1,0,1,6,,1389
Charlottenburg,29.6,1,2018,2,1,0,1,4,610,595
Friedrichshain,63.6,2,1894,1,0,0,0,5,200,1027
Prenzlauer Berg,64.0,3,2018,3,1,1,,5,423,1431
Wedding,48.6,1,1894,1,0,0,0,5,193,627
Charlottenburg,150.0,4,1955,5,1,0,0,2,227,2732
Charlottenburg,63.3,1,1955,2,1,0,,4,493,1051
Wedding,55.2,2,2018,2,0,1,1,2,430,999
Schöneberg,65.7,2,1894,5,1,0,0,5,720,1115
Schöneberg,48.5,1,1894,5,0,0,1,7,227,635
Schöneberg,108.9,3,2001,5,1,1,1,8,468,1581
Lichtenberg,55.3,2,1894,0,0,0,0,6,463,646
Westend,36.1,1,2001,1,0,0,0,5,450,521
Schöneberg,78.9,2,1894,4,0,0,0,4,158,1263
Schöneberg,83.1,2,1955,0,0,0,0,5,234,1261
Lichtenberg,49.9,1,2018,4,1,1,1,3,314,859
Tiergarten,40.0,1,,2,0,0,0,5,346,760
Schöneberg,65.4,2,2001,5,1,0,1,4,118,1085
Wedding,47.8,1,2001,1,1,1,,3,492,772
Prenzlauer Berg,132.3,3,1894,2,1,0,0,8,401,2025
Schöneberg,37.9,1,2001,5,1,0,1,5,191,652
Charlottenburg,,2,1894,1,0,0,1,6,131,1549
Lichtenberg,83.7,2,1955,4,0,0,0,4,355,1042
Friedrichshain,97.0,2,1894,2,1,0,1,6,447,1556
Prenzlauer Berg,78.9,2,1894,4,1,0,1,7,161,1248
Charlottenburg,41.7,1,,1,1,0,0,3,174,698
Friedrichshain,69.3,2,1955,4,1,1,0,4,574,1303
Charlottenburg,150.0,4,2001,3,1,0,0,3,61,2833
Schöneberg,69.3,2,1894,4,,0,0,6,565,1123
Schöneberg,63.9,1,1955,5,1,1,1,6,429,876
Lichtenberg,58.4,2,1894,5,1,0,1,4,177,764
Charlottenburg,105.0,2,1894,2,0,0,0,4,12,2053
Wedding,46.5,,1894,1,1,,1,3,433,642
Prenzlauer Berg,73.9,2,1955,2,1,0,1,7,315,1153
Lichtenberg,75.3,2,1955,1,0,0,0,2,84,913
Mitte,52.7,1,2001,3,0,0,1,5,288,1094
Lichtenberg,93.6,3,2001,0,1,0,0,4,81,1100
Charlottenburg,53.9,1,1894,5,1,1,0,4,326,1055
Wedding,47.5,1,1894,1,0,0,1,4,393,614
Schöneberg,74.5,2,1955,4,1,0,0,5,373,996
Prenzlauer Berg,89.8,2,2018,2,1,0,0,3,1019,1915
Prenzlauer Berg,56.0,1,1955,3,1,1,1,6,120,888
Friedrichshain,47.5,1,1894,4,1,0,0,3,386,943
Mitte,79.0,2,1955,5,1,0,0,5,458,1239
Tiergarten,33.6,1,1894,4,1,0,0,5,1115,668
Prenzlauer Berg,112.9,3,1955,5,1,0,0,5,229,1586
Prenzlauer Berg,74.4,2,1894,,1,0,0,4,359,1305
Westend,75.0,2,1955,,0,0,0,5,322,939
Mitte,54.6,1,1955,5,0,0,1,6,281,901
